,data,scontrini,lordototale,ristorante,città,day,festività
1178,2022-11-22,499.0,23847.033,R000,Montebello,Tuesday,
1179,2022-11-23,478.0,21790.1278,R000,Montebello,Wednesday,
1180,2022-11-24,497.0,24802.1781,R000,Montebello,Thursday,
1181,2022-11-25,726.0,35565.081999999995,R000,Montebello,Friday,
1182,2022-11-26,1033.0,54766.5258,R000,Montebello,Saturday,
1183,2022-11-27,901.0,49027.8082,R000,Montebello,Sunday,
1184,2022-11-28,453.0,20792.898,R000,Montebello,Monday,
1185,2022-11-29,499.0,23187.1003,R000,Montebello,Tuesday,
1186,2022-11-30,452.0,21608.7795,R000,Montebello,Wednesday,
1187,2022-12-01,672.0,27797.3367,R000,Montebello,Thursday,
1188,2022-12-02,766.0,35114.9946,R000,Montebello,Friday,
1189,2022-12-03,1050.0,53264.8578,R000,Montebello,Saturday,
1190,2022-12-04,938.0,51000.9157,R000,Montebello,Sunday,
1191,2022-12-05,465.0,20519.2855,R000,Montebello,Monday,
1192,2022-12-06,585.0,25552.7643,R000,Montebello,Tuesday,
1193,2022-12-07,688.0,32269.3833,R000,Montebello,Wednesday,
1194,2022-12-08,905.0,46161.0513,R000,Montebello,Thursday,Immacolata Concezione
1195,2022-12-09,929.0,44711.9582,R000,Montebello,Friday,
1196,2022-12-10,897.0,45494.7997,R000,Montebello,Saturday,
1197,2022-12-11,891.0,47214.9034,R000,Montebello,Sunday,
1198,2022-12-12,507.0,24144.2278,R000,Montebello,Monday,
1199,2022-12-13,484.0,23880.6925,R000,Montebello,Tuesday,
1200,2022-12-14,744.0,31744.7081,R000,Montebello,Wednesday,
1201,2022-12-15,636.0,31504.3834,R000,Montebello,Thursday,
1202,2022-12-16,905.0,47208.0889,R000,Montebello,Friday,
1203,2022-12-17,1164.0,71617.9583,R000,Montebello,Saturday,
1204,2022-12-18,1029.0,54943.042,R000,Montebello,Sunday,
1205,2022-12-19,660.0,30356.7803,R000,Montebello,Monday,
1206,2022-12-20,671.0,35062.0893,R000,Montebello,Tuesday,
1207,2022-12-21,832.0,39160.66,R000,Montebello,Wednesday,
1208,2022-12-22,867.0,43181.9171,R000,Montebello,Thursday,
1209,2022-12-23,1073.0,54931.8084,R000,Montebello,Friday,
1210,2022-12-24,720.0,36639.7906,R000,Montebello,Saturday,
1211,2022-12-25,321.0,16413.033,R000,Montebello,Sunday,Natale
1212,2022-12-26,956.0,50205.0647,R000,Montebello,Monday,Santo Stefano
1213,2022-12-27,903.0,45019.2715,R000,Montebello,Tuesday,
1214,2022-12-28,869.0,43937.831,R000,Montebello,Wednesday,
1215,2022-12-29,794.0,40826.5368,R000,Montebello,Thursday,
1216,2022-12-30,894.0,46127.8048,R000,Montebello,Friday,
1217,2022-12-31,345.0,19519.206,R000,Montebello,Saturday,
1218,2023-01-01,656.0,36261.7717,R000,Montebello,Sunday,Capodanno
1219,2023-01-02,789.0,39431.175,R000,Montebello,Monday,
1220,2023-01-03,690.0,36932.525,R000,Montebello,Tuesday,
1221,2023-01-04,668.0,35767.3281,R000,Montebello,Wednesday,
1222,2023-01-05,820.0,45328.2781,R000,Montebello,Thursday,
1223,2023-01-06,929.0,51112.9213,R000,Montebello,Friday,Epifania del Signore
1224,2023-01-07,954.0,53964.8515,R000,Montebello,Saturday,
1225,2023-01-08,731.0,40226.613,R000,Montebello,Sunday,
1226,2023-01-09,438.0,21004.5192,R000,Montebello,Monday,
1227,2023-01-10,419.0,26581.5886,R000,Montebello,Tuesday,
1228,2023-01-11,520.0,26676.2069,R000,Montebello,Wednesday,
1229,2023-01-12,539.0,26523.686,R000,Montebello,Thursday,
1230,2023-01-13,705.0,36388.604,R000,Montebello,Friday,
1231,2023-01-14,1112.0,56422.1189,R000,Montebello,Saturday,
1232,2023-01-15,875.0,49479.2172,R000,Montebello,Sunday,
1233,2023-01-16,386.0,18995.7698,R000,Montebello,Monday,
1234,2023-01-17,401.0,19398.197,R000,Montebello,Tuesday,
1235,2023-01-18,496.0,25234.713,R000,Montebello,Wednesday,
1236,2023-01-19,372.0,17917.6746,R000,Montebello,Thursday,
1237,2023-01-20,720.0,37347.42479999999,R000,Montebello,Friday,
1238,2023-01-21,1089.0,58163.65729999999,R000,Montebello,Saturday,
1239,2023-01-22,924.0,53657.0426,R000,Montebello,Sunday,
1240,2023-01-23,438.0,20086.5028,R000,Montebello,Monday,
1241,2023-01-24,488.0,22886.395,R000,Montebello,Tuesday,
1242,2023-01-25,435.0,21807.4325,R000,Montebello,Wednesday,
1243,2023-01-26,473.0,22287.6276,R000,Montebello,Thursday,
1244,2023-01-27,704.0,35251.408500000005,R000,Montebello,Friday,
1245,2023-01-28,1165.0,55093.4979,R000,Montebello,Saturday,
1246,2023-01-29,898.0,49014.2618,R000,Montebello,Sunday,
1247,2023-01-30,414.0,19917.338,R000,Montebello,Monday,
1248,2023-01-31,401.0,20395.5094,R000,Montebello,Tuesday,
1249,2023-02-01,453.0,21791.8624,R000,Montebello,Wednesday,
1250,2023-02-02,493.0,23252.4369,R000,Montebello,Thursday,
1251,2023-02-03,669.0,33519.08,R000,Montebello,Friday,
1252,2023-02-04,1170.0,55688.2592,R000,Montebello,Saturday,
1253,2023-02-05,818.0,45797.1157,R000,Montebello,Sunday,
1254,2023-02-06,435.0,20388.1167,R000,Montebello,Monday,
1255,2023-02-07,450.0,20023.1486,R000,Montebello,Tuesday,
1256,2023-02-08,450.0,23459.4738,R000,Montebello,Wednesday,
1257,2023-02-09,503.0,25450.0099,R000,Montebello,Thursday,
1258,2023-02-10,686.0,36157.8196,R000,Montebello,Friday,
1259,2023-02-11,991.0,53046.6286,R000,Montebello,Saturday,
1260,2023-02-12,805.0,43958.5636,R000,Montebello,Sunday,
1261,2023-02-13,466.0,24193.0444,R000,Montebello,Monday,
1262,2023-02-14,595.0,30534.8246,R000,Montebello,Tuesday,
1263,2023-02-15,588.0,27588.4,R000,Montebello,Wednesday,
1264,2023-02-16,463.0,23327.479,R000,Montebello,Thursday,
1265,2023-02-17,689.0,34806.401000000005,R000,Montebello,Friday,
1266,2023-02-18,1011.0,51810.437,R000,Montebello,Saturday,
1267,2023-02-19,855.0,45591.5656,R000,Montebello,Sunday,
1268,2023-02-20,617.0,30570.26,R000,Montebello,Monday,
1269,2023-02-21,557.0,28381.773,R000,Montebello,Tuesday,
1270,2023-02-22,452.0,21663.502,R000,Montebello,Wednesday,
1271,2023-02-23,464.0,22130.4811,R000,Montebello,Thursday,
1272,2023-02-24,748.0,35589.2012,R000,Montebello,Friday,
1273,2023-02-25,999.0,50938.4701,R000,Montebello,Saturday,
1274,2023-02-26,744.0,39502.0045,R000,Montebello,Sunday,
1275,2023-02-27,426.0,19435.6148,R000,Montebello,Monday,
1276,2023-02-28,445.0,21178.227,R000,Montebello,Tuesday,
1277,2023-03-01,460.0,21984.0313,R000,Montebello,Wednesday,
1278,2023-03-02,532.0,25885.4358,R000,Montebello,Thursday,
1279,2023-03-03,805.0,37326.9813,R000,Montebello,Friday,
1280,2023-03-04,1072.0,56132.358100000005,R000,Montebello,Saturday,
1281,2023-03-05,925.0,49058.7006,R000,Montebello,Sunday,
1282,2023-03-06,434.0,20049.6632,R000,Montebello,Monday,
1283,2023-03-07,441.0,20358.5046,R000,Montebello,Tuesday,
1284,2023-03-08,624.0,32395.5135,R000,Montebello,Wednesday,
1285,2023-03-09,494.0,22876.2765,R000,Montebello,Thursday,
1286,2023-03-10,799.0,35095.088,R000,Montebello,Friday,
1287,2023-03-11,1112.0,57112.8614,R000,Montebello,Saturday,
1288,2023-03-12,850.0,46638.2728,R000,Montebello,Sunday,
1289,2023-03-13,388.0,18574.0142,R000,Montebello,Monday,
1290,2023-03-14,442.0,21185.248,R000,Montebello,Tuesday,
1291,2023-03-15,501.0,27021.1032,R000,Montebello,Wednesday,
1292,2023-03-16,463.0,22063.8642,R000,Montebello,Thursday,
1293,2023-03-17,786.0,39190.6025,R000,Montebello,Friday,
1294,2023-03-18,989.0,53341.9649,R000,Montebello,Saturday,
1295,2023-03-19,731.0,41817.81939999999,R000,Montebello,Sunday,
1296,2023-03-20,371.0,18478.033,R000,Montebello,Monday,
1297,2023-03-21,495.0,25924.423000000003,R000,Montebello,Tuesday,
1298,2023-03-22,493.0,27848.7139,R000,Montebello,Wednesday,
1299,2023-03-23,515.0,25538.3919,R000,Montebello,Thursday,
1300,2023-03-24,797.0,39775.6996,R000,Montebello,Friday,
1301,2023-03-25,1006.0,56821.48989999999,R000,Montebello,Saturday,
1302,2023-03-26,937.0,52308.8041,R000,Montebello,Sunday,
1303,2023-03-27,485.0,23579.4503,R000,Montebello,Monday,
1304,2023-03-28,486.0,23689.267,R000,Montebello,Tuesday,
1305,2023-03-29,544.0,25474.5008,R000,Montebello,Wednesday,
1306,2023-03-30,560.0,27853.5047,R000,Montebello,Thursday,
1307,2023-03-31,717.0,35038.9613,R000,Montebello,Friday,
1308,2023-04-01,1030.0,53218.5605,R000,Montebello,Saturday,
1309,2023-04-02,823.0,45805.4583,R000,Montebello,Sunday,
1310,2023-04-03,558.0,19752.138000000003,R000,Montebello,Monday,
1311,2023-04-04,465.0,23506.721,R000,Montebello,Tuesday,
1312,2023-04-05,679.0,35546.91,R000,Montebello,Wednesday,
1313,2023-04-06,834.0,43710.268,R000,Montebello,Thursday,
1314,2023-04-07,1051.0,48563.1832,R000,Montebello,Friday,
1315,2023-04-08,993.0,52590.3875,R000,Montebello,Saturday,
1316,2023-04-09,347.0,18194.5498,R000,Montebello,Sunday,Pasqua di Resurrezione
1317,2023-04-10,687.0,34655.2017,R000,Montebello,Monday,Lunedì dell'Angelo
1318,2023-04-11,638.0,33939.844399999994,R000,Montebello,Tuesday,
1319,2023-04-12,516.0,26875.8924,R000,Montebello,Wednesday,
1320,2023-04-13,538.0,28660.3002,R000,Montebello,Thursday,
1321,2023-04-14,949.0,45110.7097,R000,Montebello,Friday,
1322,2023-04-15,1083.0,55549.0782,R000,Montebello,Saturday,
1323,2023-04-16,826.0,48767.9486,R000,Montebello,Sunday,
1324,2023-04-17,451.0,23945.2444,R000,Montebello,Monday,
1325,2023-04-18,497.0,24286.052,R000,Montebello,Tuesday,
1326,2023-04-19,494.0,23738.414,R000,Montebello,Wednesday,
1327,2023-04-20,558.0,28628.9948,R000,Montebello,Thursday,
1328,2023-04-21,752.0,39234.5044,R000,Montebello,Friday,
1329,2023-04-22,984.0,56321.3882,R000,Montebello,Saturday,
1330,2023-04-23,954.0,53001.529,R000,Montebello,Sunday,
1331,2023-04-24,848.0,45195.6225,R000,Montebello,Monday,
1332,2023-04-25,734.0,41046.9136,R000,Montebello,Tuesday,Festa della Liberazione
1333,2023-04-26,396.0,19475.3454,R000,Montebello,Wednesday,
1334,2023-04-27,509.0,22431.8059,R000,Montebello,Thursday,
1335,2023-04-28,728.0,36796.7306,R000,Montebello,Friday,
1336,2023-04-29,1021.0,53106.100600000005,R000,Montebello,Saturday,
1337,2023-04-30,930.0,51591.7948,R000,Montebello,Sunday,
1338,2023-05-01,797.0,43892.814,R000,Montebello,Monday,Festa dei Lavoratori
1339,2023-05-02,509.0,24259.6613,R000,Montebello,Tuesday,
1340,2023-05-03,593.0,28680.5372,R000,Montebello,Wednesday,
1341,2023-05-04,0.0,0.0,R000,Montebello,Thursday,
1342,2023-05-05,0.0,0.0,R000,Montebello,Friday,
1343,2023-05-06,0.0,0.0,R000,Montebello,Saturday,
1344,2023-05-07,0.0,0.0,R000,Montebello,Sunday,
1345,2023-05-08,0.0,0.0,R000,Montebello,Monday,
1346,2023-05-09,0.0,0.0,R000,Montebello,Tuesday,
1347,2023-05-10,0.0,0.0,R000,Montebello,Wednesday,
1348,2023-05-11,0.0,0.0,R000,Montebello,Thursday,
1349,2023-05-12,0.0,0.0,R000,Montebello,Friday,
1350,2023-05-13,0.0,0.0,R000,Montebello,Saturday,
1351,2023-05-14,0.0,0.0,R000,Montebello,Sunday,
1352,2023-05-15,0.0,0.0,R000,Montebello,Monday,
1353,2023-05-16,0.0,0.0,R000,Montebello,Tuesday,
1354,2023-05-17,0.0,0.0,R000,Montebello,Wednesday,
1355,2023-05-18,0.0,0.0,R000,Montebello,Thursday,
1356,2023-05-19,0.0,0.0,R000,Montebello,Friday,
1357,2023-05-20,0.0,0.0,R000,Montebello,Saturday,
1358,2023-05-21,0.0,0.0,R000,Montebello,Sunday,
1359,2023-05-22,0.0,0.0,R000,Montebello,Monday,
1360,2023-05-23,0.0,0.0,R000,Montebello,Tuesday,
1361,2023-05-24,0.0,0.0,R000,Montebello,Wednesday,
1362,2023-05-25,0.0,0.0,R000,Montebello,Thursday,
1363,2023-05-26,0.0,0.0,R000,Montebello,Friday,
1364,2023-05-27,0.0,0.0,R000,Montebello,Saturday,
1365,2023-05-28,0.0,0.0,R000,Montebello,Sunday,
1366,2023-05-29,0.0,0.0,R000,Montebello,Monday,
1367,2023-05-30,0.0,0.0,R000,Montebello,Tuesday,
1368,2023-05-31,0.0,0.0,R000,Montebello,Wednesday,
