,data,scontrini,lordototale,ristorante,città,day,festività
763,2021-10-03,716.0,36049.531,R000,Montebello,Sunday,
764,2021-10-04,383.0,16965.0075,R000,Montebello,Monday,
765,2021-10-05,441.0,19980.5683,R000,Montebello,Tuesday,
766,2021-10-06,454.0,21125.6108,R000,Montebello,Wednesday,
767,2021-10-07,430.0,19488.644,R000,Montebello,Thursday,
768,2021-10-08,539.0,26023.0887,R000,Montebello,Friday,
769,2021-10-09,794.0,38601.3341,R000,Montebello,Saturday,
770,2021-10-10,678.0,34551.786499999995,R000,Montebello,Sunday,
771,2021-10-11,384.0,18882.36,R000,Montebello,Monday,
772,2021-10-12,409.0,18813.1825,R000,Montebello,Tuesday,
773,2021-10-13,420.0,18601.933,R000,Montebello,Wednesday,
774,2021-10-14,472.0,22852.529,R000,Montebello,Thursday,
775,2021-10-15,671.0,32445.7343,R000,Montebello,Friday,
776,2021-10-16,810.0,41412.9142,R000,Montebello,Saturday,
777,2021-10-17,719.0,35072.7447,R000,Montebello,Sunday,
778,2021-10-18,399.0,17006.2662,R000,Montebello,Monday,
779,2021-10-19,412.0,17457.8817,R000,Montebello,Tuesday,
780,2021-10-20,435.0,20077.8298,R000,Montebello,Wednesday,
781,2021-10-21,383.0,18294.248,R000,Montebello,Thursday,
782,2021-10-22,576.0,27166.727,R000,Montebello,Friday,
783,2021-10-23,720.0,38921.7395,R000,Montebello,Saturday,
784,2021-10-24,696.0,38655.6849,R000,Montebello,Sunday,
785,2021-10-25,441.0,20719.384,R000,Montebello,Monday,
786,2021-10-26,418.0,19365.4048,R000,Montebello,Tuesday,
787,2021-10-27,437.0,21146.7151,R000,Montebello,Wednesday,
788,2021-10-28,422.0,20404.5541,R000,Montebello,Thursday,
789,2021-10-29,638.0,29713.2024,R000,Montebello,Friday,
790,2021-10-30,797.0,38869.495,R000,Montebello,Saturday,
791,2021-10-31,768.0,40141.535,R000,Montebello,Sunday,
792,2021-11-01,569.0,28385.3661,R000,Montebello,Monday,Tutti i Santi
793,2021-11-02,407.0,19761.9261,R000,Montebello,Tuesday,
794,2021-11-03,441.0,20720.21,R000,Montebello,Wednesday,
795,2021-11-04,400.0,18053.4277,R000,Montebello,Thursday,
796,2021-11-05,521.0,25564.8239,R000,Montebello,Friday,
797,2021-11-06,863.0,44529.0818,R000,Montebello,Saturday,
798,2021-11-07,722.0,36303.9803,R000,Montebello,Sunday,
799,2021-11-08,382.0,17667.314,R000,Montebello,Monday,
800,2021-11-09,408.0,18880.8319,R000,Montebello,Tuesday,
801,2021-11-10,465.0,20914.733,R000,Montebello,Wednesday,
802,2021-11-11,634.0,20384.5649,R000,Montebello,Thursday,
803,2021-11-12,558.0,27761.034,R000,Montebello,Friday,
804,2021-11-13,901.0,45413.3974,R000,Montebello,Saturday,
805,2021-11-14,690.0,35618.978500000005,R000,Montebello,Sunday,
806,2021-11-15,423.0,19490.5438,R000,Montebello,Monday,
807,2021-11-16,402.0,18350.9116,R000,Montebello,Tuesday,
808,2021-11-17,387.0,19080.3935,R000,Montebello,Wednesday,
809,2021-11-18,443.0,19458.4537,R000,Montebello,Thursday,
810,2021-11-19,674.0,33784.0608,R000,Montebello,Friday,
811,2021-11-20,844.0,43414.1883,R000,Montebello,Saturday,
812,2021-11-21,670.0,37420.0715,R000,Montebello,Sunday,
813,2021-11-22,344.0,16798.1142,R000,Montebello,Monday,
814,2021-11-23,390.0,19113.0205,R000,Montebello,Tuesday,
815,2021-11-24,404.0,18040.5834,R000,Montebello,Wednesday,
816,2021-11-25,420.0,21286.4743,R000,Montebello,Thursday,
817,2021-11-26,653.0,31337.614,R000,Montebello,Friday,
818,2021-11-27,873.0,43689.5767,R000,Montebello,Saturday,
819,2021-11-28,699.0,37793.8365,R000,Montebello,Sunday,
820,2021-11-29,443.0,20016.0863,R000,Montebello,Monday,
821,2021-11-30,392.0,18521.6871,R000,Montebello,Tuesday,
822,2021-12-01,525.0,22122.8819,R000,Montebello,Wednesday,
823,2021-12-02,442.0,20493.6795,R000,Montebello,Thursday,
824,2021-12-03,646.0,29321.9262,R000,Montebello,Friday,
825,2021-12-04,826.0,39033.869,R000,Montebello,Saturday,
826,2021-12-05,674.0,35226.2568,R000,Montebello,Sunday,
827,2021-12-06,445.0,19380.5206,R000,Montebello,Monday,
828,2021-12-07,568.0,26653.8636,R000,Montebello,Tuesday,
829,2021-12-08,284.0,13460.2895,R000,Montebello,Wednesday,Immacolata Concezione
830,2021-12-09,482.0,22092.4851,R000,Montebello,Thursday,
831,2021-12-10,462.0,22629.550300000003,R000,Montebello,Friday,
832,2021-12-11,837.0,38828.1537,R000,Montebello,Saturday,
833,2021-12-12,673.0,36270.6099,R000,Montebello,Sunday,
834,2021-12-13,462.0,20389.3557,R000,Montebello,Monday,
835,2021-12-14,495.0,23149.063,R000,Montebello,Tuesday,
836,2021-12-15,687.0,32788.483,R000,Montebello,Wednesday,
837,2021-12-16,620.0,27718.2472,R000,Montebello,Thursday,
838,2021-12-17,732.0,35782.52649999999,R000,Montebello,Friday,
839,2021-12-18,1005.0,52146.4538,R000,Montebello,Saturday,
840,2021-12-19,853.0,45251.7492,R000,Montebello,Sunday,
841,2021-12-20,640.0,28037.331,R000,Montebello,Monday,
842,2021-12-21,705.0,33218.3334,R000,Montebello,Tuesday,
843,2021-12-22,669.0,32531.9274,R000,Montebello,Wednesday,
844,2021-12-23,804.0,42644.3976,R000,Montebello,Thursday,
845,2021-12-24,488.0,25152.3608,R000,Montebello,Friday,
846,2021-12-25,174.0,8736.395499999999,R000,Montebello,Saturday,Natale
847,2021-12-26,636.0,30854.610500000003,R000,Montebello,Sunday,Santo Stefano
848,2021-12-27,659.0,32015.5535,R000,Montebello,Monday,
849,2021-12-28,699.0,35850.2172,R000,Montebello,Tuesday,
850,2021-12-29,652.0,29036.791,R000,Montebello,Wednesday,
851,2021-12-30,509.0,25441.5434,R000,Montebello,Thursday,
852,2021-12-31,230.0,12085.5364,R000,Montebello,Friday,
853,2022-01-01,493.0,25549.3364,R000,Montebello,Saturday,Capodanno
854,2022-01-02,660.0,36198.0045,R000,Montebello,Sunday,
855,2022-01-03,515.0,25205.5965,R000,Montebello,Monday,
856,2022-01-04,441.0,22546.083,R000,Montebello,Tuesday,
857,2022-01-05,590.0,29099.5257,R000,Montebello,Wednesday,
858,2022-01-06,634.0,32485.0106,R000,Montebello,Thursday,Epifania del Signore
859,2022-01-07,579.0,30469.6945,R000,Montebello,Friday,
860,2022-01-08,656.0,31678.752,R000,Montebello,Saturday,
861,2022-01-09,600.0,32363.6299,R000,Montebello,Sunday,
862,2022-01-10,330.0,14612.3943,R000,Montebello,Monday,
863,2022-01-11,413.0,20117.8495,R000,Montebello,Tuesday,
864,2022-01-12,405.0,19507.229,R000,Montebello,Wednesday,
865,2022-01-13,452.0,20377.667800000003,R000,Montebello,Thursday,
866,2022-01-14,642.0,30472.1725,R000,Montebello,Friday,
867,2022-01-15,778.0,40697.2265,R000,Montebello,Saturday,
868,2022-01-16,691.0,37099.5835,R000,Montebello,Sunday,
869,2022-01-17,369.0,17674.913200000003,R000,Montebello,Monday,
870,2022-01-18,448.0,22110.0376,R000,Montebello,Tuesday,
871,2022-01-19,420.0,20662.3074,R000,Montebello,Wednesday,
872,2022-01-20,340.0,16133.3907,R000,Montebello,Thursday,
873,2022-01-21,523.0,26357.2057,R000,Montebello,Friday,
874,2022-01-22,684.0,37123.331000000006,R000,Montebello,Saturday,
875,2022-01-23,623.0,34519.4073,R000,Montebello,Sunday,
876,2022-01-24,358.0,17207.4385,R000,Montebello,Monday,
877,2022-01-25,334.0,15680.4123,R000,Montebello,Tuesday,
878,2022-01-26,359.0,18811.6957,R000,Montebello,Wednesday,
879,2022-01-27,390.0,20076.9625,R000,Montebello,Thursday,
880,2022-01-28,627.0,30190.3,R000,Montebello,Friday,
881,2022-01-29,818.0,43580.586,R000,Montebello,Saturday,
882,2022-01-30,629.0,33224.2393,R000,Montebello,Sunday,
883,2022-01-31,362.0,16956.4584,R000,Montebello,Monday,
884,2022-02-01,393.0,19666.7296,R000,Montebello,Tuesday,
885,2022-02-02,409.0,19421.738,R000,Montebello,Wednesday,
886,2022-02-03,385.0,17992.4689,R000,Montebello,Thursday,
887,2022-02-04,503.0,23585.2323,R000,Montebello,Friday,
888,2022-02-05,698.0,36159.4716,R000,Montebello,Saturday,
889,2022-02-06,620.0,33929.189,R000,Montebello,Sunday,
890,2022-02-07,366.0,16830.2043,R000,Montebello,Monday,
891,2022-02-08,376.0,17298.752800000002,R000,Montebello,Tuesday,
892,2022-02-09,430.0,20561.452800000003,R000,Montebello,Wednesday,
893,2022-02-10,400.0,19257.9422,R000,Montebello,Thursday,
894,2022-02-11,568.0,26638.4587,R000,Montebello,Friday,
895,2022-02-12,796.0,40009.829300000005,R000,Montebello,Saturday,
896,2022-02-13,660.0,36124.7796,R000,Montebello,Sunday,
897,2022-02-14,404.0,20300.6846,R000,Montebello,Monday,
898,2022-02-15,329.0,16050.1299,R000,Montebello,Tuesday,
899,2022-02-16,375.0,18908.7094,R000,Montebello,Wednesday,
900,2022-02-17,442.0,20912.5028,R000,Montebello,Thursday,
901,2022-02-18,541.0,25453.2313,R000,Montebello,Friday,
902,2022-02-19,896.0,41915.3287,R000,Montebello,Saturday,
903,2022-02-20,735.0,36571.976,R000,Montebello,Sunday,
904,2022-02-21,389.0,16972.5654,R000,Montebello,Monday,
905,2022-02-22,413.0,18858.6125,R000,Montebello,Tuesday,
906,2022-02-23,405.0,18969.2552,R000,Montebello,Wednesday,
907,2022-02-24,419.0,18299.8235,R000,Montebello,Thursday,
908,2022-02-25,596.0,27972.903,R000,Montebello,Friday,
909,2022-02-26,833.0,40010.6966,R000,Montebello,Saturday,
910,2022-02-27,732.0,36446.8783,R000,Montebello,Sunday,
911,2022-02-28,545.0,24413.8755,R000,Montebello,Monday,
912,2022-03-01,407.0,20619.3141,R000,Montebello,Tuesday,
913,2022-03-02,382.0,17464.3245,R000,Montebello,Wednesday,
914,2022-03-03,458.0,21784.924,R000,Montebello,Thursday,
915,2022-03-04,569.0,25813.9868,R000,Montebello,Friday,
916,2022-03-05,722.0,36780.7475,R000,Montebello,Saturday,
917,2022-03-06,711.0,38979.353,R000,Montebello,Sunday,
918,2022-03-07,395.0,18155.2735,R000,Montebello,Monday,
919,2022-03-08,371.0,18425.995,R000,Montebello,Tuesday,
920,2022-03-09,396.0,18962.9363,R000,Montebello,Wednesday,
921,2022-03-10,414.0,20166.9552,R000,Montebello,Thursday,
922,2022-03-11,529.0,27230.8659,R000,Montebello,Friday,
923,2022-03-12,698.0,37969.278900000005,R000,Montebello,Saturday,
924,2022-03-13,683.0,34971.5597,R000,Montebello,Sunday,
925,2022-03-14,341.0,15917.846,R000,Montebello,Monday,
926,2022-03-15,428.0,20096.2909,R000,Montebello,Tuesday,
927,2022-03-16,418.0,19815.6574,R000,Montebello,Wednesday,
928,2022-03-17,411.0,19328.0283,R000,Montebello,Thursday,
929,2022-03-18,547.0,25736.1363,R000,Montebello,Friday,
930,2022-03-19,738.0,39360.6346,R000,Montebello,Saturday,
931,2022-03-20,628.0,33009.2315,R000,Montebello,Sunday,
932,2022-03-21,373.0,17063.177600000003,R000,Montebello,Monday,
933,2022-03-22,440.0,20240.9648,R000,Montebello,Tuesday,
934,2022-03-23,469.0,21793.5144,R000,Montebello,Wednesday,
935,2022-03-24,391.0,17110.59,R000,Montebello,Thursday,
936,2022-03-25,612.0,28404.075,R000,Montebello,Friday,
937,2022-03-26,795.0,39732.4172,R000,Montebello,Saturday,
938,2022-03-27,705.0,36781.903900000005,R000,Montebello,Sunday,
939,2022-03-28,378.0,17154.161500000002,R000,Montebello,Monday,
940,2022-03-29,366.0,16936.304,R000,Montebello,Tuesday,
941,2022-03-30,389.0,18054.4602,R000,Montebello,Wednesday,
942,2022-03-31,456.0,20428.9624,R000,Montebello,Thursday,
943,2022-04-01,600.0,30288.594,R000,Montebello,Friday,
944,2022-04-02,789.0,39338.9934,R000,Montebello,Saturday,
945,2022-04-03,644.0,33331.165,R000,Montebello,Sunday,
946,2022-04-04,360.0,16348.3572,R000,Montebello,Monday,
947,2022-04-05,429.0,19664.2103,R000,Montebello,Tuesday,
948,2022-04-06,463.0,20844.523,R000,Montebello,Wednesday,
949,2022-04-07,445.0,22019.4667,R000,Montebello,Thursday,
950,2022-04-08,543.0,27692.8064,R000,Montebello,Friday,
951,2022-04-09,775.0,40795.1075,R000,Montebello,Saturday,
952,2022-04-10,709.0,36891.3076,R000,Montebello,Sunday,
953,2022-04-11,416.0,17759.5782,R000,Montebello,Monday,
954,2022-04-12,425.0,19744.9931,R000,Montebello,Tuesday,
955,2022-04-13,598.0,28571.5052,R000,Montebello,Wednesday,
956,2022-04-14,667.0,31779.4827,R000,Montebello,Thursday,
957,2022-04-15,642.0,30401.4256,R000,Montebello,Friday,
958,2022-04-16,763.0,40622.3496,R000,Montebello,Saturday,
959,2022-04-17,251.0,13218.023699999998,R000,Montebello,Sunday,Pasqua di Resurrezione
960,2022-04-18,513.0,25704.5831,R000,Montebello,Monday,Lunedì dell'Angelo
961,2022-04-19,479.0,24279.6092,R000,Montebello,Tuesday,
962,2022-04-20,458.0,21222.005,R000,Montebello,Wednesday,
963,2022-04-21,478.0,21687.7451,R000,Montebello,Thursday,
964,2022-04-22,558.0,27555.6078,R000,Montebello,Friday,
965,2022-04-23,759.0,39609.7975,R000,Montebello,Saturday,
966,2022-04-24,751.0,39707.1003,R000,Montebello,Sunday,
967,2022-04-25,596.0,34414.3814,R000,Montebello,Monday,Festa della Liberazione
968,2022-04-26,388.0,16965.5444,R000,Montebello,Tuesday,
969,2022-04-27,395.0,18672.3082,R000,Montebello,Wednesday,
970,2022-04-28,491.0,23185.9439,R000,Montebello,Thursday,
971,2022-04-29,588.0,30770.0281,R000,Montebello,Friday,
972,2022-04-30,856.0,41524.0112,R000,Montebello,Saturday,
973,2022-05-01,655.0,33685.3538,R000,Montebello,Sunday,Festa dei Lavoratori
974,2022-05-02,408.0,18341.9495,R000,Montebello,Monday,
975,2022-05-03,465.0,21019.0155,R000,Montebello,Tuesday,
976,2022-05-04,608.0,27313.2181,R000,Montebello,Wednesday,
977,2022-05-05,531.0,25525.052,R000,Montebello,Thursday,
978,2022-05-06,721.0,35858.6011,R000,Montebello,Friday,
979,2022-05-07,984.0,49711.9014,R000,Montebello,Saturday,
980,2022-05-08,800.0,39450.9164,R000,Montebello,Sunday,
981,2022-05-09,388.0,17839.122,R000,Montebello,Monday,
982,2022-05-10,409.0,17999.0769,R000,Montebello,Tuesday,
983,2022-05-11,455.0,21790.6234,R000,Montebello,Wednesday,
984,2022-05-12,493.0,22133.909,R000,Montebello,Thursday,
985,2022-05-13,638.0,31246.5475,R000,Montebello,Friday,
986,2022-05-14,741.0,34536.4642,R000,Montebello,Saturday,
987,2022-05-15,678.0,34906.966499999995,R000,Montebello,Sunday,
988,2022-05-16,436.0,18070.7737,R000,Montebello,Monday,
989,2022-05-17,481.0,21383.9423,R000,Montebello,Tuesday,
990,2022-05-18,494.0,21107.4801,R000,Montebello,Wednesday,
991,2022-05-19,429.0,20260.954,R000,Montebello,Thursday,
992,2022-05-20,496.0,23663.4132,R000,Montebello,Friday,
993,2022-05-21,748.0,39340.9345,R000,Montebello,Saturday,
994,2022-05-22,655.0,34116.5258,R000,Montebello,Sunday,
995,2022-05-23,365.0,17570.259000000002,R000,Montebello,Monday,
996,2022-05-24,430.0,21252.1127,R000,Montebello,Tuesday,
997,2022-05-25,423.0,19457.5864,R000,Montebello,Wednesday,
998,2022-05-26,456.0,20021.7444,R000,Montebello,Thursday,
999,2022-05-27,459.0,21571.403,R000,Montebello,Friday,
1000,2022-05-28,659.0,32928.7791,R000,Montebello,Saturday,
1001,2022-05-29,690.0,39005.5785,R000,Montebello,Sunday,
1002,2022-05-30,573.0,21188.139,R000,Montebello,Monday,
1003,2022-05-31,437.0,21539.8085,R000,Montebello,Tuesday,
1004,2022-06-01,536.0,27078.7993,R000,Montebello,Wednesday,
1005,2022-06-02,696.0,35998.732,R000,Montebello,Thursday,Festa della Repubblica
1006,2022-06-03,672.0,33866.0,R000,Montebello,Friday,
1007,2022-06-04,624.0,29016.4714,R000,Montebello,Saturday,
1008,2022-06-05,693.0,34834.4437,R000,Montebello,Sunday,
1009,2022-06-06,583.0,22997.6159,R000,Montebello,Monday,
1010,2022-06-07,476.0,22093.8067,R000,Montebello,Tuesday,
1011,2022-06-08,643.0,32300.6474,R000,Montebello,Wednesday,
1012,2022-06-09,562.0,26468.1375,R000,Montebello,Thursday,
1013,2022-06-10,617.0,28533.4266,R000,Montebello,Friday,
1014,2022-06-11,715.0,37874.8671,R000,Montebello,Saturday,
1015,2022-06-12,687.0,37194.0366,R000,Montebello,Sunday,
1016,2022-06-13,515.0,24370.0562,R000,Montebello,Monday,
1017,2022-06-14,506.0,23582.3413,R000,Montebello,Tuesday,
1018,2022-06-15,631.0,26244.7045,R000,Montebello,Wednesday,
1019,2022-06-16,579.0,24343.046,R000,Montebello,Thursday,
1020,2022-06-17,658.0,29420.055,R000,Montebello,Friday,
1021,2022-06-18,776.0,36788.7184,R000,Montebello,Saturday,
1022,2022-06-19,703.0,35666.267,R000,Montebello,Sunday,
1023,2022-06-20,563.0,23747.8304,R000,Montebello,Monday,
1024,2022-06-21,515.0,24894.9792,R000,Montebello,Tuesday,
1025,2022-06-22,737.0,33895.9425,R000,Montebello,Wednesday,
1026,2022-06-23,510.0,24232.1968,R000,Montebello,Thursday,
1027,2022-06-24,617.0,29986.278,R000,Montebello,Friday,
1028,2022-06-25,680.0,35265.615699999995,R000,Montebello,Saturday,
1029,2022-06-26,721.0,32671.604,R000,Montebello,Sunday,
1030,2022-06-27,579.0,23999.3474,R000,Montebello,Monday,
1031,2022-06-28,548.0,24675.3871,R000,Montebello,Tuesday,
1032,2022-06-29,609.0,25696.5709,R000,Montebello,Wednesday,
1033,2022-06-30,508.0,22813.8309,R000,Montebello,Thursday,
1034,2022-07-01,601.0,27358.772,R000,Montebello,Friday,
1035,2022-07-02,731.0,36071.5852,R000,Montebello,Saturday,
1036,2022-07-03,684.0,34964.6626,R000,Montebello,Sunday,
1037,2022-07-04,458.0,21338.5949,R000,Montebello,Monday,
1038,2022-07-05,551.0,26428.0765,R000,Montebello,Tuesday,
1039,2022-07-06,736.0,35249.4261,R000,Montebello,Wednesday,
1040,2022-07-07,559.0,27964.1061,R000,Montebello,Thursday,
1041,2022-07-08,575.0,28685.2041,R000,Montebello,Friday,
1042,2022-07-09,780.0,44130.9911,R000,Montebello,Saturday,
1043,2022-07-10,720.0,42630.5621,R000,Montebello,Sunday,
1044,2022-07-11,551.0,26901.581,R000,Montebello,Monday,
1045,2022-07-12,559.0,26951.554,R000,Montebello,Tuesday,
1046,2022-07-13,545.0,28505.0535,R000,Montebello,Wednesday,
1047,2022-07-14,595.0,31323.6133,R000,Montebello,Thursday,
1048,2022-07-15,619.0,32070.0695,R000,Montebello,Friday,
1049,2022-07-16,791.0,41762.3948,R000,Montebello,Saturday,
1050,2022-07-17,768.0,43150.24,R000,Montebello,Sunday,
1051,2022-07-18,625.0,27320.6934,R000,Montebello,Monday,
1052,2022-07-19,530.0,26329.5347,R000,Montebello,Tuesday,
1053,2022-07-20,616.0,31197.5657,R000,Montebello,Wednesday,
1054,2022-07-21,602.0,28647.2494,R000,Montebello,Thursday,
1055,2022-07-22,579.0,28971.95,R000,Montebello,Friday,
1056,2022-07-23,805.0,43330.3493,R000,Montebello,Saturday,
1057,2022-07-24,760.0,39239.3778,R000,Montebello,Sunday,
1058,2022-07-25,474.0,22779.841,R000,Montebello,Monday,
1059,2022-07-26,477.0,22302.2065,R000,Montebello,Tuesday,
1060,2022-07-27,529.0,23831.2151,R000,Montebello,Wednesday,
1061,2022-07-28,516.0,25977.4935,R000,Montebello,Thursday,
1062,2022-07-29,634.0,31572.4045,R000,Montebello,Friday,
1063,2022-07-30,716.0,37935.4955,R000,Montebello,Saturday,
1064,2022-07-31,680.0,37972.5003,R000,Montebello,Sunday,
1065,2022-08-01,572.0,28443.8882,R000,Montebello,Monday,
1066,2022-08-02,513.0,25128.6133,R000,Montebello,Tuesday,
1067,2022-08-03,556.0,26314.6667,R000,Montebello,Wednesday,
1068,2022-08-04,561.0,27691.8565,R000,Montebello,Thursday,
1069,2022-08-05,572.0,27352.9487,R000,Montebello,Friday,
1070,2022-08-06,712.0,36674.1109,R000,Montebello,Saturday,
1071,2022-08-07,709.0,35830.021499999995,R000,Montebello,Sunday,
1072,2022-08-08,584.0,29143.1385,R000,Montebello,Monday,
1073,2022-08-09,601.0,28216.2013,R000,Montebello,Tuesday,
1074,2022-08-10,639.0,25749.311,R000,Montebello,Wednesday,
1075,2022-08-11,563.0,29093.785,R000,Montebello,Thursday,
1076,2022-08-12,654.0,33565.666399999995,R000,Montebello,Friday,
1077,2022-08-13,651.0,33245.8805,R000,Montebello,Saturday,
1078,2022-08-14,622.0,32678.0055,R000,Montebello,Sunday,
1079,2022-08-15,231.0,12563.8317,R000,Montebello,Monday,Assunzione della Vergine
1080,2022-08-16,605.0,29141.9821,R000,Montebello,Tuesday,
1081,2022-08-17,579.0,30400.104,R000,Montebello,Wednesday,
1082,2022-08-18,762.0,39088.8393,R000,Montebello,Thursday,
1083,2022-08-19,735.0,35575.407,R000,Montebello,Friday,
1084,2022-08-20,643.0,33854.848999999995,R000,Montebello,Saturday,
1085,2022-08-21,663.0,35272.14109999999,R000,Montebello,Sunday,
1086,2022-08-22,502.0,25683.1897,R000,Montebello,Monday,
1087,2022-08-23,514.0,24801.8477,R000,Montebello,Tuesday,
1088,2022-08-24,562.0,29243.9931,R000,Montebello,Wednesday,
1089,2022-08-25,556.0,27516.0424,R000,Montebello,Thursday,
1090,2022-08-26,533.0,28166.3935,R000,Montebello,Friday,
1091,2022-08-27,611.0,34286.516599999995,R000,Montebello,Saturday,
1092,2022-08-28,653.0,34284.740699999995,R000,Montebello,Sunday,
1093,2022-08-29,517.0,24434.2364,R000,Montebello,Monday,
1094,2022-08-30,560.0,26899.3095,R000,Montebello,Tuesday,
1095,2022-08-31,597.0,30700.9745,R000,Montebello,Wednesday,
1096,2022-09-01,686.0,33015.2613,R000,Montebello,Thursday,
1097,2022-09-02,662.0,32639.1009,R000,Montebello,Friday,
1098,2022-09-03,827.0,44243.7401,R000,Montebello,Saturday,
1099,2022-09-04,839.0,46880.5799,R000,Montebello,Sunday,
1100,2022-09-05,575.0,27209.2247,R000,Montebello,Monday,
1101,2022-09-06,539.0,25479.0025,R000,Montebello,Tuesday,
1102,2022-09-07,567.0,27945.645,R000,Montebello,Wednesday,
1103,2022-09-08,590.0,29770.1964,R000,Montebello,Thursday,
1104,2022-09-09,679.0,34660.3229,R000,Montebello,Friday,
1105,2022-09-10,755.0,40441.1665,R000,Montebello,Saturday,
1106,2022-09-11,785.0,41347.32979999999,R000,Montebello,Sunday,
1107,2022-09-12,580.0,31838.996,R000,Montebello,Monday,
1108,2022-09-13,547.0,26576.4674,R000,Montebello,Tuesday,
1109,2022-09-14,474.0,22698.3974,R000,Montebello,Wednesday,
1110,2022-09-15,527.0,25922.4819,R000,Montebello,Thursday,
1111,2022-09-16,658.0,32754.7409,R000,Montebello,Friday,
1112,2022-09-17,852.0,43776.8023,R000,Montebello,Saturday,
1113,2022-09-18,833.0,41741.497,R000,Montebello,Sunday,
1114,2022-09-19,528.0,23434.0743,R000,Montebello,Monday,
1115,2022-09-20,509.0,23144.3548,R000,Montebello,Tuesday,
1116,2022-09-21,573.0,26390.7,R000,Montebello,Wednesday,
1117,2022-09-22,625.0,26589.7247,R000,Montebello,Thursday,
1118,2022-09-23,721.0,36259.5828,R000,Montebello,Friday,
1119,2022-09-24,921.0,47963.0529,R000,Montebello,Saturday,
1120,2022-09-25,862.0,44176.2972,R000,Montebello,Sunday,
1121,2022-09-26,533.0,22686.3791,R000,Montebello,Monday,
1122,2022-09-27,458.0,20351.814,R000,Montebello,Tuesday,
1123,2022-09-28,490.0,21855.6709,R000,Montebello,Wednesday,
1124,2022-09-29,585.0,27054.5975,R000,Montebello,Thursday,
1125,2022-09-30,650.0,30264.8878,R000,Montebello,Friday,
1126,2022-10-01,935.0,46949.7987,R000,Montebello,Saturday,
1127,2022-10-02,910.0,46539.5658,R000,Montebello,Sunday,
1128,2022-10-03,410.0,18295.2392,R000,Montebello,Monday,
1129,2022-10-04,438.0,19908.252,R000,Montebello,Tuesday,
1130,2022-10-05,490.0,23139.5227,R000,Montebello,Wednesday,
1131,2022-10-06,437.0,20681.5532,R000,Montebello,Thursday,
1132,2022-10-07,641.0,27745.2987,R000,Montebello,Friday,
1133,2022-10-08,912.0,46574.5882,R000,Montebello,Saturday,
1134,2022-10-09,954.0,48089.6374,R000,Montebello,Sunday,
1135,2022-10-10,445.0,21536.4219,R000,Montebello,Monday,
1136,2022-10-11,444.0,20513.1318,R000,Montebello,Tuesday,
1137,2022-10-12,483.0,23161.7008,R000,Montebello,Wednesday,
1138,2022-10-13,475.0,22287.132,R000,Montebello,Thursday,
1139,2022-10-14,684.0,32817.9712,R000,Montebello,Friday,
1140,2022-10-15,915.0,47380.599,R000,Montebello,Saturday,
1141,2022-10-16,821.0,43096.2196,R000,Montebello,Sunday,
1142,2022-10-17,456.0,21645.5365,R000,Montebello,Monday,
1143,2022-10-18,461.0,21417.2714,R000,Montebello,Tuesday,
1144,2022-10-19,460.0,21903.2072,R000,Montebello,Wednesday,
1145,2022-10-20,527.0,23653.9555,R000,Montebello,Thursday,
1146,2022-10-21,688.0,31507.6048,R000,Montebello,Friday,
1147,2022-10-22,971.0,48808.5052,R000,Montebello,Saturday,
1148,2022-10-23,903.0,47254.5101,R000,Montebello,Sunday,
1149,2022-10-24,469.0,21611.877,R000,Montebello,Monday,
1150,2022-10-25,432.0,20302.0475,R000,Montebello,Tuesday,
1151,2022-10-26,423.0,19375.1103,R000,Montebello,Wednesday,
1152,2022-10-27,514.0,24429.6934,R000,Montebello,Thursday,
1153,2022-10-28,677.0,33783.3587,R000,Montebello,Friday,
1154,2022-10-29,1002.0,51269.407,R000,Montebello,Saturday,
1155,2022-10-30,987.0,50458.0272,R000,Montebello,Sunday,
1156,2022-10-31,960.0,45961.7375,R000,Montebello,Monday,
1157,2022-11-01,756.0,39566.3086,R000,Montebello,Tuesday,Tutti i Santi
1158,2022-11-02,407.0,19569.4268,R000,Montebello,Wednesday,
1159,2022-11-03,445.0,20596.1035,R000,Montebello,Thursday,
1160,2022-11-04,635.0,32168.6113,R000,Montebello,Friday,
1161,2022-11-05,888.0,44188.6046,R000,Montebello,Saturday,
1162,2022-11-06,639.0,34512.1385,R000,Montebello,Sunday,
1163,2022-11-07,472.0,20501.1961,R000,Montebello,Monday,
1164,2022-11-08,464.0,21775.838,R000,Montebello,Tuesday,
1165,2022-11-09,509.0,24476.445,R000,Montebello,Wednesday,
1166,2022-11-10,486.0,23286.1377,R000,Montebello,Thursday,
1167,2022-11-11,720.0,34487.565,R000,Montebello,Friday,
1168,2022-11-12,986.0,52907.1998,R000,Montebello,Saturday,
1169,2022-11-13,900.0,47478.9343,R000,Montebello,Sunday,
1170,2022-11-14,449.0,22352.6751,R000,Montebello,Monday,
1171,2022-11-15,531.0,25557.679,R000,Montebello,Tuesday,
1172,2022-11-16,464.0,24526.1289,R000,Montebello,Wednesday,
1173,2022-11-17,428.0,19633.607,R000,Montebello,Thursday,
1174,2022-11-18,722.0,35332.6043,R000,Montebello,Friday,
1175,2022-11-19,1116.0,56350.959,R000,Montebello,Saturday,
1176,2022-11-20,932.0,50035.1978,R000,Montebello,Sunday,
1177,2022-11-21,478.0,21565.7449,R000,Montebello,Monday,
